TimeEntry,Machine,Power,Mode,Execution,Program,Line,Sload,Xload,Yload,Zload,Aload,Bload,Cload,Tool,RPM,AlarmState,AlarmSeverity,Alarm,PartsCount,Feedrate
12/11/2009 14:39:47,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,0,0,0,0,,0,0,0,ACTIVE,CRITICAL,EMerGency Status Set
12/11/2009 14:39:59,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,0,0,0,0,,0,0,0,ACTIVE,CRITICAL,EMerGency Status Set
12/11/2009 14:40:09,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,0,0,0,0,,0,0,0,ACTIVE,CRITICAL,EMerGency Status Set
12/11/2009 14:40:21,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,0,0,0,0,,0,0,0,ACTIVE,CRITICAL,EMerGency Status Set
12/11/2009 14:40:32,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,0,0,0,0,,0,0,0,ACTIVE,CRITICAL,EMerGency Status Set
12/11/2009 14:40:43,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,0,0,0,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:40:54,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,0,0,39,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:41:05,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,0,1,39,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:41:16,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,0,0,0,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:41:27,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,1,1,34,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:41:38,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:41:50,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:42:01,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,0,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:42:12,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:42:23,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:42:34,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:42:45,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,0,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:42:56,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,1,1,35,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:43:08,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:43:19,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,1,1,35,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:43:30,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,1,1,35,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:43:41,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,0,0,34,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:43:52,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,35,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:44:03,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,35,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:44:14,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:44:25,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:44:36,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:44:48,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:44:59,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:45:10,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:45:21,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:45:32,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:45:43,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:45:54,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:46:05,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,1,1,34,0,,0,0,0,CLEARED,INFO,
12/11/2009 14:46:16,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,1,1,35,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:46:28,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,0,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:46:39,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,1,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:46:50,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,1,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:47:01,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,1,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:47:12,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,0,1,0,35,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:47:23,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,35,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:47:34,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,35,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:47:45,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,35,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:47:57,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,35,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:48:08,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,35,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:48:19,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,35,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:48:30,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,35,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:48:41,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,33,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:48:52,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,33,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:49:03,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:49:14,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:49:26,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,33,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:49:37,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:49:48,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:49:59,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:50:10,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:50:21,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:50:32,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:50:43,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:50:54,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:51:06,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:51:17,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,0,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:51:28,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,0,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:51:39,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:51:50,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:52:01,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:52:13,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:52:24,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:52:35,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:52:46,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:52:57,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:53:08,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:53:20,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:53:31,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:53:42,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:53:53,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:54:04,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:54:15,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:54:26,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:54:37,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:54:49,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:55:00,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:55:11,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:55:22,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:55:33,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:55:44,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:55:55,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:56:06,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:56:17,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,0,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:56:29,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:56:40,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:56:51,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,2,1,0,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:57:02,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,3,4,1,35,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:57:13,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,3,4,1,35,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:57:24,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,3,4,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:57:35,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,3,4,1,35,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:57:47,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,3,4,1,34,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:57:58,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,3,4,1,35,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
12/11/2009 14:58:09,m25709.nw.nos.boeing.com/Mazak1,ON,MANUAL,EXECUTING,9991,0,3,4,1,35,0,,0,0,0,ACTIVE,ERROR,ALarM Status Set
